"word","word_type","topic","phonetic","meaning_en","image_url","audio_url"
"caterpillar","noun","Birds and Insects","ˈkætɚˌpɪlɚ","a long and small wormlike larva of a moth or butterfly that has many limbs","https://cdn.langeek.co/photo/50241/original/?type=jpeg","https://tts.langeek.co/read?text=Y2F0ZXJwaWxsYXI&hash=12b7b4288821a3f61ead61714e28301f49ccc079&lang=en&cache-only=0"
"dragonfly","noun","Birds and Insects","ˈdræɡənˌflaɪ","a flying insect with a pair of colorful wings, mostly found around rivers","https://cdn.langeek.co/photo/25241/original/?type=jpeg","https://tts.langeek.co/read?text=ZHJhZ29uZmx5&hash=2288f70808defc6ccca59c068c6de7b3cf81e59c&lang=en&cache-only=0"
"cricket","noun","Birds and Insects","ˈkrɪkɪt","an insect known for its chirping sound, found in grassy areas, mostly active at night","https://cdn.langeek.co/photo/18015/original/cricket?type=jpeg","https://tts.langeek.co/read?text=Y3JpY2tldA&hash=224d9919ad3d1dc625616f0e3a1e8e41b5f67e8d&lang=en&cache-only=0"
"moth","noun","Birds and Insects","ˈmɔθ","a nocturnal winged insect similar to a butterfly that is attracted to the light","https://cdn.langeek.co/photo/50251/original/?type=jpeg","https://tts.langeek.co/read?text=bW90aA&hash=6e8b2197f50c491848b1543b0b54a11d531c3e64&lang=en&cache-only=0"
"firefly","noun","Birds and Insects","ˈfaɪɚˌflaɪ","a flying insect with a soft body and a tail that shines in the dark","https://cdn.langeek.co/photo/50245/original/firefly?type=jpeg","https://tts.langeek.co/read?text=ZmlyZWZseQ&hash=5e31278a0e27abc33595ed45040d96b9adc2baa4&lang=en&cache-only=0"
"grasshopper","noun","Birds and Insects","ˈɡræsˌhɑpɚ","a leaping, flying insect with long back legs that feeds on plants and makes a chirping sound","https://cdn.langeek.co/photo/50259/original/?type=jpeg","https://tts.langeek.co/read?text=Z3Jhc3Nob3BwZXI&hash=1a7c4f8759f39e6949bd63bc5ef0916a131c7bc2&lang=en&cache-only=0"
"spider","noun","Birds and Insects","ˈspaɪdɚ","a small creature that spins webs to catch insects for food, with eight legs and two fangs by which poison is injected to its prey","https://cdn.langeek.co/photo/28790/original/spider?type=jpeg","https://tts.langeek.co/read?text=c3BpZGVy&hash=5cbe6155b9bb4c81cef351fa7a9031dbfceb5c39&lang=en&cache-only=0"
"flea","noun","Birds and Insects","ˈfɫi","a small leaping insect that feeds on the blood of humans or other animals, which spreads disease","https://cdn.langeek.co/photo/50247/original/?type=jpeg","https://tts.langeek.co/read?text=ZmxlYQ&hash=dc22214f4e9f4f815e7f89cf2176f1d90314d485&lang=en&cache-only=0"
"bedbug","noun","Birds and Insects","ˈbedbʌɡ","a small brownish bug with an oval shape that feeds on the blood of humans or animals, mainly infesting houses and beds","https://cdn.langeek.co/photo/25221/original/?type=jpeg","https://tts.langeek.co/read?text=YmVkYnVn&hash=1eb524e5b25e015faf97ce8f47fa9b8547f8fd43&lang=en&cache-only=0"
"centipede","noun","Birds and Insects","ˈsɛntɪˌpid","an arthropod with many pairs of legs and a pair of poisonous fangs","https://cdn.langeek.co/photo/30134/original/?type=jpeg","https://tts.langeek.co/read?text=Y2VudGlwZWRl&hash=c0509a3f878a4190c0d231cb412482f5c1d01dc4&lang=en&cache-only=0"
"cockroach","noun","Birds and Insects","ˈkɑːkˌroʊtʃ","a large brown insect with a broad body, wings, long legs and antennae, considered a household pest","https://cdn.langeek.co/photo/35828/original/cockroach?type=jpeg","https://tts.langeek.co/read?text=Y29ja3JvYWNo&hash=ded4e088f09265b1a5370001b86ec35c8155f4f4&lang=en&cache-only=0"
"mantis","noun","Birds and Insects","ˈmæntɪs","a large usually green predatory insect that catches its prey by its forelimbs, which holds motionless in a prayer state","https://cdn.langeek.co/photo/50297/original/?type=jpeg","https://tts.langeek.co/read?text=bWFudGlz&hash=c0e5f646937b26099c243456fc1ad4c35a98f518&lang=en&cache-only=0"
"termite","noun","Birds and Insects","ˈtɝmaɪt","a pale social insect living in hot countries that causes damage to trees and timber","https://cdn.langeek.co/photo/25345/original/?type=jpeg","https://tts.langeek.co/read?text=dGVybWl0ZQ&hash=fb8c12865d84c87e8670a4705a6c9da2f1378406&lang=en&cache-only=0"
"salmon","noun","Fish","ˈsæmən","a silver-colored fish often found in both freshwater and saltwater environments","https://cdn.langeek.co/photo/50317/original/salmon?type=jpeg","https://tts.langeek.co/read?text=c2FsbW9u&hash=8eb4d4062dc8e892a69e86fdfed2f8cedced8679&lang=en&cache-only=0"
"tuna","noun","Fish","ˈtuːnə","a type of large fish that is found in warm seas","https://cdn.langeek.co/photo/50325/original/tuna?type=jpeg","https://tts.langeek.co/read?text=dHVuYQ&hash=636581ac01094d08d10de5acbaf0eb0f134b5037&lang=en&cache-only=0"
"shark","noun","Fish","ʃɑːrk","‌a large sea fish with a pointed fin on its back and very sharp teeth","https://cdn.langeek.co/photo/50289/original/shark?type=jpeg","https://tts.langeek.co/read?text=c2hhcms&hash=87b8973dbaa43ca614c7e5946f4a403f832f021b&lang=en&cache-only=0"
"goldfish","noun","Fish","ˈɡoʊldˌfɪʃ","a small red or orange fish often kept as a pet","https://cdn.langeek.co/photo/17983/original/goldfish?type=jpeg","https://tts.langeek.co/read?text=Z29sZGZpc2g&hash=6f9739af29024d1bdeddd6e7eca2a37cf34a70aa&lang=en&cache-only=0"
"eel","noun","Fish","ˈiɫ","a long and thin freshwater or marine fish that is like a snake, sometimes eaten as food","https://cdn.langeek.co/photo/24641/original/?type=jpeg","https://tts.langeek.co/read?text=ZWVs&hash=07a05332b78fafe783b61683ad9b4c7fc1820757&lang=en&cache-only=0"
"sardine","noun","Fish","sɑɹˈdin","a small oily fish of the herring family with silvery color that is used as food","https://cdn.langeek.co/photo/24723/original/?type=jpeg","https://tts.langeek.co/read?text=c2FyZGluZQ&hash=625bbdc9147ab948157534b345152dd0a7a2c096&lang=en&cache-only=0"
"swordfish","noun","Fish","ˈsɔɹdˌfɪʃ","a large migratory marine fish that has a very long pointed snout and is both a food and a game fish","https://cdn.langeek.co/photo/50321/original/?type=jpeg","https://tts.langeek.co/read?text=c3dvcmRmaXNo&hash=3ab6ad213282baecaf72a1ed9a46e51e8315a86e&lang=en&cache-only=0"
"catfish","noun","Fish","ˈkætˌfɪʃ","any of the order of North American freshwater fish that are distinguished by having barbels and no scales","https://cdn.langeek.co/photo/50311/original/?type=jpeg","https://tts.langeek.co/read?text=Y2F0ZmlzaA&hash=ba9a6f6cd78997c4feb55a64ae776d7100d11471&lang=en&cache-only=0"
"trout","noun","Fish","ˈtɹaʊt","any freshwater food fish of the salmon family that are found in cold waters of Eurasia and North America","https://cdn.langeek.co/photo/50323/original/?type=jpeg","https://tts.langeek.co/read?text=dHJvdXQ&hash=f5ba42e8d9ba95723d5d93496e78adb9b7f46357&lang=en&cache-only=0"
"marlin","noun","Fish","ˈmɑɹɫən/, /ˈmɑɹɫɪn","a very large marine fish that has a long body and a long bill inhabiting warm waters, which is caught for sport","https://cdn.langeek.co/photo/24713/original/?type=jpeg","https://tts.langeek.co/read?text=bWFybGlu&hash=0f2c46e16b7b846aeb9b41036dbad94e0d4439ea&lang=en&cache-only=0"
"carp","noun","Fish","ˈkɑɹp","a freshwater fish species known for its ability to adapt to various habitats, characterized by its large scales and barbels","https://cdn.langeek.co/photo/50309/original/?type=jpeg","https://tts.langeek.co/read?text=Y2FycA&hash=aa030b0e6e998ceea3983893c9d61abcbf774b06&lang=en&cache-only=0"
"piranha","noun","Fish","pɪˈɹænhə","a small carnivorous freshwater fish of the South American origin that has sharp teeth and forms schools","https://cdn.langeek.co/photo/50315/original/?type=jpeg","https://tts.langeek.co/read?text=cGlyYW5oYQ&hash=7b457f605a6b74b8cbb5743d7186a57c00af6cd1&lang=en&cache-only=0"
"hammerhead","noun","Fish","hˈæmɚhˌɛd","a type of shark with a unique head shape that is wide and flattened, resembling the shape of a hammer","https://cdn.langeek.co/photo/50293/original/?type=jpeg","https://tts.langeek.co/read?text=aGFtbWVyaGVhZA&hash=04a9f452b39846a6579ced7688cab840dd02ad56&lang=en&cache-only=0"
"dolphin","noun","Fish","ˈdɑːlfɪn","an intelligent sea mammal that looks like a whale and has a long snout and teeth","https://cdn.langeek.co/photo/29218/original/dolphin?type=jpeg","https://tts.langeek.co/read?text=ZG9scGhpbg&hash=8583c3d4bfacd1bc77c4b350bdfb460bd05252e3&lang=en&cache-only=0"
"jellyfish","noun","Fish","ˈdʒɛɫiˌfɪʃ","a sea creature that has a bell-shaped body, which is gelatinous and transparent, long thin tentacles and a poisonous sting","https://cdn.langeek.co/photo/25725/original/?type=jpeg","https://tts.langeek.co/read?text=amVsbHlmaXNo&hash=4bf0f618231d1c99a05e1d98a3a73bec973d5973&lang=en&cache-only=0"
"octopus","noun","Fish","ˈɑktəˌpʊs","a sea creature with eight, long arms and a soft round body with no internal shell","https://cdn.langeek.co/photo/17991/original/octopus?type=jpeg","https://tts.langeek.co/read?text=b2N0b3B1cw&hash=6c279c53b6f147b928d3281ba6646462febd314c&lang=en&cache-only=0"
"starfish","noun","Fish","ˈstɑɹˌfɪʃ","an echinoderm that has five arms arranged in the form of a star and feeds on mollusks","https://cdn.langeek.co/photo/25767/original/?type=jpeg","https://tts.langeek.co/read?text=c3RhcmZpc2g&hash=6fffb8e3204085edcf287d330ece29bb6d4c2d69&lang=en&cache-only=0"
"plankton","noun","Fish","ˈpɫæŋktən","the microscopic organisms floating in the sea or fresh water on which larger animals feed","https://cdn.langeek.co/photo/50299/original/?type=jpeg","https://tts.langeek.co/read?text=cGxhbmt0b24&hash=2815d93a59c199bda65918728c66e15f051922a2&lang=en&cache-only=0"
"seahorse","noun","Fish","sˈiːhɔːɹs","a small marine fish with an upright posture, a horse-like head and a curled tail","https://cdn.langeek.co/photo/50303/original/?type=jpeg","https://tts.langeek.co/read?text=c2VhaG9yc2U&hash=2a65a7a04300af699a2d0acb94fc1d1c973dd7d2&lang=en&cache-only=0"
"squid","noun","Fish","ˈskwɪd","a marine creature that can change color and has a long soft body with ten tentacles helping it swim very fast","https://cdn.langeek.co/photo/25765/original/?type=jpeg","https://tts.langeek.co/read?text=c3F1aWQ&hash=1ddb661328420adeb6650a0449d5346f4b642bc4&lang=en&cache-only=0"
"sponge","noun","Fish","ˈspəndʒ","a marine invertebrate with a body full of holes through which water can circulate and nutrients can be absorbed","https://cdn.langeek.co/photo/50307/original/?type=jpeg","https://tts.langeek.co/read?text=c3Bvbmdl&hash=2d23c52b1f1b1f8b8b11ca6b9a07f58bcc5c6658&lang=en&cache-only=0"
"coral","noun","Fish","ˈkɔɹəɫ","a marine organism that lives in warm waters and forms clusters of polyps, which secrete calcium carbonate to build a hard skeleton","https://cdn.langeek.co/photo/50291/original/?type=jpeg","https://tts.langeek.co/read?text=Y29yYWw&hash=e69d415a76d86b0ae0041abb5e7d2040d9c1354b&lang=en&cache-only=0"
"shellfish","noun","Fish","ˈʃɛlˌfɪʃ","a type of sea creature with a shell, such as clams, oysters, mussels, shrimp, lobster, etc.","https://cdn.langeek.co/photo/50305/original/shellfish?type=jpeg","https://tts.langeek.co/read?text=c2hlbGxmaXNo&hash=14122d21cc586036991668a17ebbfd72e6540355&lang=en&cache-only=0"
"killer whale","noun","Fish","kˈɪlɚ wˈeɪl","a large, black-and-white marine mammal known for its social behavior, intelligence, and adaptability, found in oceans worldwide and known as an apex predator","https://cdn.langeek.co/photo/50295/original/?type=jpeg","https://tts.langeek.co/read?text=a2lsbGVyIHdoYWxl&hash=569067a2219a5c30249b3acf330e62ddad46ae3f&lang=en&cache-only=0"
"sea cucumber","noun","Fish","sˈiː kjˈuːkʌmbɚ","an invertebrate with a wormlike body that is considered a marine creature and lives on seabed, with tentacles around the mouth","https://cdn.langeek.co/photo/25757/original/?type=jpeg","https://tts.langeek.co/read?text=c2VhIGN1Y3VtYmVy&hash=c041816cd4f76b1f22cd2c95708c2a9532fd36d6&lang=en&cache-only=0"
"dogfish","noun","Fish","ˈdɔɡˌfɪʃ","a small shark with a long body that lives at the bottom of the sea","https://cdn.langeek.co/photo/24637/original/?type=jpeg","https://tts.langeek.co/read?text=ZG9nZmlzaA&hash=8ed4bc69dda09ca802f3bdf3d502d6ddb5a39bd2&lang=en&cache-only=0"
"flying fish","noun","Fish","flˈaɪɪŋ fˈɪʃ","a group of marine fish that have the ability to glide above the water's surface by using their enlarged pectoral fins as wings","https://cdn.langeek.co/photo/34606/original/?type=jpeg","https://tts.langeek.co/read?text=Zmx5aW5nIGZpc2g&hash=51cdc4ad8a80d1ea50de7c37bb665ee9d4aa4883&lang=en&cache-only=0"
"mackerel","noun","Fish","ˈmækɝəɫ","a migratory marine fish with greenish blue bars on its body which is a scombroid and is a commercially important game fish","https://cdn.langeek.co/photo/24709/original/?type=jpeg","https://tts.langeek.co/read?text=bWFja2VyZWw&hash=1eaca6d04123daa5e47069fe61958b011bfb6e2f&lang=en&cache-only=0"
"codfish","noun","Fish","kˈɑːdfɪʃ","a large food fish that lives in cold marine waters with a small barbel and three fins on the back","https://cdn.langeek.co/photo/24605/original/?type=jpeg","https://tts.langeek.co/read?text=Y29kZmlzaA&hash=bb4015fbd7143dc1f22f651cdcf50256d5b365b4&lang=en&cache-only=0"
"lanternfish","noun","Fish","lˈæntɚnfɪʃ","a small bony marine fish with a large mouth and eyes, which has spots on its skin that shine in the dark","https://cdn.langeek.co/photo/24705/original/?type=jpeg","https://tts.langeek.co/read?text=bGFudGVybmZpc2g&hash=39e04841fbee8b2971111986b24f6b2a1855db36&lang=en&cache-only=0"
"bluefish","noun","Fish","blˈuːfɪʃ","a tropical marine fish that is blue in color and predatory, which is caught for food","https://cdn.langeek.co/photo/24593/original/?type=jpeg","https://tts.langeek.co/read?text=Ymx1ZWZpc2g&hash=bad758e69ffaad4dcd77f75665bb1eb525ff4cac&lang=en&cache-only=0"
"bull shark","noun","Fish","ˈbʊl ˌʃɑrk","an aggressive type of shark that lives in warm and shallow waters near coastlines","https://cdn.langeek.co/photo/50331/original/?type=jpeg","https://tts.langeek.co/read?text=YnVsbCBzaGFyaw&hash=59775dfa65ad9038c9492a195bed404aac85f02d&lang=en&cache-only=0"
"mudskipper","noun","Fish","mˈʌdskɪpɚ","an amphibious fish of the goby family that is able to move around on mud or wet sand","https://cdn.langeek.co/photo/24717/original/?type=jpeg","https://tts.langeek.co/read?text=bXVkc2tpcHBlcg&hash=2ee31380afa21390e67bec13afe09a436cdf4108&lang=en&cache-only=0"
"dory","noun","Fish","ˈdɔɹi","a deep-bodied and large-eyed marine fish that can open its mouth very wide","https://cdn.langeek.co/photo/24639/original/?type=jpeg","https://tts.langeek.co/read?text=ZG9yeQ&hash=7a847278093896c6f524f3551e1070d154331058&lang=en&cache-only=0"
"pufferfish","noun","Fish","pˈʌfɚfɪʃ","any tropical marine fish with no scale that fills with air in the face of threat and is highly poisonous","https://cdn.langeek.co/photo/24839/original/?type=jpeg","https://tts.langeek.co/read?text=cHVmZmVyZmlzaA&hash=2651b67ca6513a14e8fa12a8357faa8913e964ee&lang=en&cache-only=0"
"rainbow trout","noun","Fish","ɹˈeɪnboʊ tɹˈaʊt","a cold water coastal fish that is a salmonid and is caught for food or sport, which has green, white, pink, etc. color bands on its body","https://cdn.langeek.co/photo/24731/original/?type=jpeg","https://tts.langeek.co/read?text=cmFpbmJvdyB0cm91dA&hash=18bb374c1b5e4d4392bcc4802dd65f2163fc3139&lang=en&cache-only=0"
"beluga","noun","Fish","bɪˈɫuɡə","a small sub-Arctic whale that is white, from which caviar is taken","https://cdn.langeek.co/photo/50287/original/?type=jpeg","https://tts.langeek.co/read?text=YmVsdWdh&hash=2d7e36ba491da12c44e793d419dc17cc8b770732&lang=en&cache-only=0"
"ray","noun","Fish","reɪ","any marine cartilaginous fish with a flat body and eyes on the upper surface, which swims using large pectoral fins","https://cdn.langeek.co/photo/50301/original/?type=jpeg","https://tts.langeek.co/read?text=cmF5&hash=e1a4a2d1899d3ac487f570bb54c31b69a472840f&lang=en&cache-only=0"
"anchovy","noun","Fish","ˈænˌtʃoʊvi/, /ænˈtʃoʊvi","a small shoaling fish that is used as food or as bait and resembles herrings","https://cdn.langeek.co/photo/50335/original/?type=jpeg","https://tts.langeek.co/read?text=YW5jaG92eQ&hash=e2e57bc0e05815d6ce5a698f9b60094c9f5edb2e&lang=en&cache-only=0"
"bass","noun","Fish","ˈbæs/, /ˈbeɪs","any North American perciform fish that inhabit fresh waters and have lean bodies","https://cdn.langeek.co/photo/24633/original/?type=jpeg","https://tts.langeek.co/read?text=YmFzcw&hash=7aaf456fa0622f7214724095f3b616a421e8a82f&lang=en&cache-only=0"
